activity,parkCode,states,fullName
Paddling,rigr,TX,Rio Grande Wild & Scenic River
Paddling,rira,MI,River Raisin National Battlefield Park
Paddling,rocr,DC,Rock Creek Park
Paddling,sacn,"WI,MN",Saint Croix National Scenic Riverway
Paddling,sacr,ME,Saint Croix Island International Historic Site
Paddling,sajh,WA,San Juan Island National Historical Park
Paddling,sari,VI,Salt River Bay National Historical Park and Ecological Preserve
Paddling,slbe,MI,Sleeping Bear Dunes National Lakeshore
Paddling,stsp,"DC,MD,VA",Star-Spangled Banner National Historic Trail
Paddling,this,DC,Theodore Roosevelt Island
Paddling,timu,FL,Timucuan Ecological & Historic Preserve
Paddling,upde,"NY,PA",Upper Delaware Scenic & Recreational River
Paddling,vicr,VI,Virgin Islands Coral Reef National Monument
Paddling,viis,VI,Virgin Islands National Park
Paddling,voya,MN,Voyageurs National Park
Paddling,whis,CA,Whiskeytown National Recreation Area
Paddling,wrst,AK,Wrangell - St Elias National Park & Preserve
Paddling,yell,"ID,MT,WY",Yellowstone National Park
Paddling,yose,CA,Yosemite National Park
Paddling,yuch,AK,Yukon - Charley Rivers National Preserve
Park Film,abli,KY,Abraham Lincoln Birthplace National Historical Park
Park Film,acad,ME,Acadia National Park
Park Film,adam,MA,Adams National Historical Park
Park Film,afbg,NY,African Burial Ground National Monument
Park Film,agfo,NE,Agate Fossil Beds National Monument
Park Film,alfl,TX,Alibates Flint Quarries National Monument
Park Film,alpo,PA,Allegheny Portage Railroad National Historic Site
Park Film,amis,TX,Amistad National Recreation Area
Park Film,amme,MP,American Memorial Park
Park Film,ande,GA,Andersonville National Historic Site
Park Film,anti,MD,Antietam National Battlefield
Park Film,apco,VA,Appomattox Court House National Historical Park
Park Film,apis,WI,Apostle Islands National Lakeshore
Park Film,arpo,AR,Arkansas Post National Memorial
Park Film,asis,"MD,VA",Assateague Island National Seashore
Park Film,azru,NM,Aztec Ruins National Monument
Park Film,badl,SD,Badlands National Park
Park Film,band,NM,Bandelier National Monument
Park Film,beol,CO,Bent's Old Fort National Historic Site
Park Film,bibe,TX,Big Bend National Park
Park Film,bica,"MT,WY",Bighorn Canyon National Recreation Area
Park Film,bicy,FL,Big Cypress National Preserve
Park Film,biho,MT,Big Hole National Battlefield
Park Film,bisc,FL,Biscayne National Park
Park Film,biso,"KY,TN",Big South Fork National River & Recreation Area
Park Film,bith,TX,Big Thicket National Preserve
Park Film,blca,CO,Black Canyon Of The Gunnison National Park
Park Film,bowa,VA,Booker T Washington National Monument
Park Film,brca,UT,Bryce Canyon National Park
Park Film,brvb,KS,Brown v. Board of Education National Historical Park
Park Film,buff,AR,Buffalo National River
Park Film,cabr,CA,Cabrillo National Monument
Park Film,caco,MA,Cape Cod National Seashore
Park Film,cagr,AZ,Casa Grande Ruins National Monument
Park Film,cana,FL,Canaveral National Seashore
Park Film,cane,KY,Camp Nelson National Monument
Park Film,cany,UT,Canyonlands National Park
Park Film,care,UT,Capitol Reef National Park
Park Film,casa,FL,Castillo de San Marcos National Monument
Park Film,cave,NM,Carlsbad Caverns National Park
Park Film,cawo,DC,Carter G. Woodson Home National Historic Site
Park Film,cham,TX,Chamizal National Memorial
Park Film,chch,"GA,TN",Chickamauga & Chattanooga National Military Park
Park Film,chir,AZ,Chiricahua National Monument
Park Film,chis,CA,Channel Islands National Park
Park Film,chpi,SC,Charles Pinckney National Historic Site
Park Film,chsc,AR,Little Rock Central High School National Historic Site
Park Film,chyo,OH,Charles Young Buffalo Soldiers National Monument
Park Film,colm,CO,Colorado National Monument
Park Film,cowp,SC,Cowpens National Battlefield
Park Film,crla,OR,Crater Lake National Park
Park Film,crmo,ID,Craters Of The Moon National Monument & Preserve
Park Film,cuga,"KY,TN,VA",Cumberland Gap National Historical Park
Park Film,cwdw,"DC,MD,VA",Civil War Defenses of Washington
Park Film,daav,OH,Dayton Aviation Heritage National Historical Park
Park Film,dena,AK,Denali National Park & Preserve
Park Film,deva,"CA,NV",Death Valley National Park
Park Film,dino,"CO,UT",Dinosaur National Monument
Park Film,elis,"NJ,NY",Ellis Island Part of Statue of Liberty National Monument
Park Film,elma,NM,El Malpais National Monument
Park Film,elmo,NM,El Morro National Monument
Park Film,ever,FL,Everglades National Park
Park Film,fila,OH,First Ladies National Historic Site
Park Film,flfo,CO,Florissant Fossil Beds National Monument
Park Film,foda,TX,Fort Davis National Historic Site
Park Film,fodo,"KY,TN",Fort Donelson National Battlefield
Park Film,fofr,GA,Fort Frederica National Monument
Park Film,fols,KS,Fort Larned National Historic Site
Park Film,fomc,MD,Fort McHenry National Monument and Historic Shrine
Park Film,fone,PA,Fort Necessity National Battlefield
Park Film,fopo,CA,Fort Point National Historic Site
Park Film,fopu,GA,Fort Pulaski National Monument
Park Film,fora,NC,Fort Raleigh National Historic Site
Park Film,fosc,KS,Fort Scott National Historic Site
Park Film,fosm,"AR,OK",Fort Smith National Historic Site
Park Film,fost,NY,Fort Stanwix National Monument
Park Film,fosu,SC,Fort Sumter and Fort Moultrie National Historical Park
Park Film,fous,"MT,ND",Fort Union Trading Post National Historic Site
Park Film,fova,"OR,WA",Fort Vancouver National Historic Site
Park Film,frdo,DC,Frederick Douglass National Historic Site
Park Film,frhi,PA,Friendship Hill National Historic Site
Park Film,frsp,VA,Fredericksburg & Spotsylvania National Military Park
Park Film,gegr,NY,General Grant National Memorial
Park Film,gero,IN,George Rogers Clark National Historical Park
Park Film,gett,PA,Gettysburg National Military Park
Park Film,gicl,NM,Gila Cliff Dwellings National Monument
Park Film,glac,MT,Glacier National Park
Park Film,glba,AK,Glacier Bay National Park & Preserve
Park Film,gosp,UT,Golden Spike National Historical Park
Park Film,grba,NV,Great Basin National Park
Park Film,grca,AZ,Grand Canyon National Park
Park Film,grfa,VA,Great Falls Park
Park Film,grpo,MN,Grand Portage National Monument
Park Film,grsa,CO,Great Sand Dunes National Park & Preserve
Park Film,grsm,"NC,TN",Great Smoky Mountains National Park
Park Film,guco,NC,Guilford Courthouse National Military Park
Park Film,gwca,MO,George Washington Carver National Monument
Park Film,hagr,NY,Hamilton Grange National Memorial
Park Film,hatu,MD,Harriet Tubman Underground Railroad National Historical Park
Park Film,havo,HI,Hawaiʻi Volcanoes National Park
Park Film,heho,IA,Herbert Hoover National Historic Site
Park Film,hobe,AL,Horseshoe Bend National Military Park
Park Film,hofu,PA,Hopewell Furnace National Historic Site
Park Film,home,NE,Homestead National Historical Park
Park Film,hosp,AR,Hot Springs National Park
Park Film,hove,"CO,UT",Hovenweep National Monument
Park Film,hstr,MO,Harry S Truman National Historic Site
Park Film,inde,PA,Independence National Historical Park
Park Film,indu,IN,Indiana Dunes National Park
Park Film,isro,MI,Isle Royale National Park
Park Film,jaga,OH,James A Garfield National Historic Site
Park Film,jeca,SD,Jewel Cave National Monument
Park Film,jeff,MO,Gateway Arch National Park
Park Film,jela,LA,Jean Lafitte National Historical Park and Preserve
Park Film,jica,GA,Jimmy Carter National Historical Park
Park Film,joda,OR,John Day Fossil Beds National Monument
Park Film,jofi,MA,John Fitzgerald Kennedy National Historic Site
Park Film,jomu,CA,John Muir National Historic Site
Park Film,juba,"AZ,CA",Juan Bautista de Anza National Historic Trail
Park Film,kaho,HI,Kaloko-Honokōhau National Historical Park
Park Film,katm,AK,Katmai National Park & Preserve
Park Film,kefj,AK,Kenai Fjords National Park
Park Film,kewe,MI,Keweenaw National Historical Park
Park Film,kimo,SC,Kings Mountain National Military Park
Park Film,klgo,AK,Klondike Gold Rush National Historical Park
Park Film,klse,WA,Klondike Gold Rush - Seattle Unit National Historical Park
Park Film,knri,ND,Knife River Indian Villages National Historic Site
Park Film,labe,CA,Lava Beds National Monument
Park Film,lake,"AZ,NV",Lake Mead National Recreation Area
Park Film,laro,WA,Lake Roosevelt National Recreation Area
Park Film,lavo,CA,Lassen Volcanic National Park
Park Film,lewi,"OR,WA",Lewis and Clark National Historical Park
Park Film,libo,IN,Lincoln Boyhood National Memorial
Park Film,liho,IL,Lincoln Home National Historic Site
Park Film,lowe,MA,Lowell National Historical Park
Park Film,lyjo,TX,Lyndon B Johnson National Historical Park
Park Film,mabi,VT,Marsh - Billings - Rockefeller National Historical Park
Park Film,maca,KY,Mammoth Cave National Park
Park Film,mamc,DC,Mary McLeod Bethune Council House National Historic Site
Park Film,mana,VA,Manassas National Battlefield Park
Park Film,manz,CA,Manzanar National Historic Site
Park Film,mapr,"NM,WA,TN",Manhattan Project National Historical Park
Park Film,meve,CO,Mesa Verde National Park
Park Film,mimi,SD,Minuteman Missile National Historic Site
Park Film,misp,KY,Mill Springs Battlefield National Monument
Park Film,mnrr,"SD,NE",Missouri National Recreational River
Park Film,mocr,NC,Moores Creek National Battlefield
Park Film,moja,CA,Mojave National Preserve
Park Film,mora,WA,Mount Rainier National Park
Park Film,morr,NJ,Morristown National Historical Park
Park Film,moru,SD,Mount Rushmore National Memorial
Park Film,nabr,UT,Natural Bridges National Monument
Park Film,natr,"AL,MS,TN",Natchez Trace Parkway
Park Film,nepe,"ID,MT,OR,WA",Nez Perce National Historical Park
Park Film,neri,WV,New River Gorge National Park & Preserve
Park Film,nico,KS,Nicodemus National Historic Site
Park Film,niob,NE,Niobrara National Scenic River
Park Film,nisi,SC,Ninety Six National Historic Site
Park Film,noat,AK,Noatak National Preserve
Park Film,npnh,NY,National Parks of New York Harbor
Park Film,obed,TN,Obed Wild & Scenic River
Park Film,ocmu,GA,Ocmulgee Mounds National Historical Park
Park Film,olym,WA,Olympic National Park
Park Film,orpi,AZ,Organ Pipe Cactus National Monument
Park Film,ovvi,"NC,SC,TN,VA",Overmountain Victory National Historic Trail
Park Film,ozar,MO,Ozark National Scenic Riverways
Park Film,paal,TX,Palo Alto Battlefield National Historical Park
Park Film,pais,TX,Padre Island National Seashore
Park Film,pefo,AZ,Petrified Forest National Park
Park Film,peri,AR,Pea Ridge National Military Park
Park Film,petr,NM,Petroglyph National Monument
Park Film,pevi,OH,Perry's Victory & International Peace Memorial
Park Film,pinn,CA,Pinnacles National Park
Park Film,pipe,MN,Pipestone National Monument
Park Film,pisp,AZ,Pipe Spring National Monument
Park Film,poch,CA,Port Chicago Naval Magazine National Memorial
Park Film,pore,CA,Point Reyes National Seashore
Park Film,prwi,VA,Prince William Forest Park
Park Film,puhe,HI,Puʻukoholā Heiau National Historic Site
Park Film,pull,IL,Pullman National Historical Park
Park Film,redw,CA,Redwood National and State Parks
Park Film,rich,VA,Richmond National Battlefield Park
Park Film,rira,MI,River Raisin National Battlefield Park
Park Film,rocr,DC,Rock Creek Park
Park Film,romo,CO,Rocky Mountain National Park
Park Film,rori,CA,Rosie the Riveter WWII Home Front National Historical Park
Park Film,saan,TX,San Antonio Missions National Historical Park
Park Film,sacn,"WI,MN",Saint Croix National Scenic Riverway
Park Film,saga,NH,Saint-Gaudens National Historical Park
Park Film,sagu,AZ,Saguaro National Park
Park Film,sahi,NY,Sagamore Hill National Historic Site
Park Film,sair,MA,Saugus Iron Works National Historic Site
Park Film,sama,MA,Salem Maritime National Historical Park
Park Film,sapu,NM,Salinas Pueblo Missions National Monument
Park Film,sara,NY,Saratoga National Historical Park
Park Film,scbl,NE,Scotts Bluff National Monument
Park Film,seki,CA,Sequoia & Kings Canyon National Parks
Park Film,semo,AL,Selma To Montgomery National Historic Trail
Park Film,shen,VA,Shenandoah National Park
Park Film,shil,"TN,MS",Shiloh National Military Park
Park Film,sitk,AK,Sitka National Historical Park
Park Film,spar,MA,Springfield Armory National Historic Site
Park Film,stea,PA,Steamtown National Historic Site
Park Film,stli,NY,Statue Of Liberty National Monument
Park Film,stri,TN,Stones River National Battlefield
Park Film,stsp,"DC,MD,VA",Star-Spangled Banner National Historic Trail
Park Film,sucr,AZ,Sunset Crater Volcano National Monument
Park Film,tapr,KS,Tallgrass Prairie National Preserve
Park Film,thrb,NY,Theodore Roosevelt Birthplace National Historic Site
Park Film,thri,NY,Theodore Roosevelt Inaugural National Historic Site
Park Film,thro,ND,Theodore Roosevelt National Park
Park Film,tont,AZ,Tonto National Monument
Park Film,tuai,AL,Tuskegee Airmen National Historic Site
Park Film,tuma,AZ,Tumacácori National Historical Park
Park Film,ulsg,MO,Ulysses S Grant National Historic Site
Park Film,vafo,PA,Valley Forge National Historical Park
Park Film,valr,HI,Pearl Harbor National Memorial
Park Film,vick,"MS,LA",Vicksburg National Military Park
Park Film,voya,MN,Voyageurs National Park
Park Film,waba,OK,Washita Battlefield National Historic Site
Park Film,waca,AZ,Walnut Canyon National Monument
Park Film,wapa,GU,War In The Pacific National Historical Park
Park Film,wefa,CT,Weir Farm National Historical Park
Park Film,whho,DC,The White House and President's Park
Park Film,whmi,WA,Whitman Mission National Historic Site
Park Film,wica,SD,Wind Cave National Park
Park Film,wicr,MO,Wilson's Creek National Battlefield
Park Film,wiho,OH,William Howard Taft National Historic Site
Park Film,wori,NY,Women's Rights National Historical Park
Park Film,wrst,AK,Wrangell - St Elias National Park & Preserve
Park Film,wupa,AZ,Wupatki National Monument
Park Film,yell,"ID,MT,WY",Yellowstone National Park
Park Film,york,VA,Yorktown Battlefield Part of Colonial National Historical Park
Park Film,yose,CA,Yosemite National Park
Park Film,zion,UT,Zion National Park
Playground,anac,DC,Anacostia Park
Playground,bica,"MT,WY",Bighorn Canyon National Recreation Area
Playground,cahi,DC,Capitol Hill Parks
Playground,fone,PA,Fort Necessity National Battlefield
Playground,fova,"OR,WA",Fort Vancouver National Historic Site
Playground,gree,MD,Greenbelt Park
Playground,indu,IN,Indiana Dunes National Park
Playground,klgo,AK,Klondike Gold Rush National Historical Park
Playground,mnrr,"SD,NE",Missouri National Recreational River
Playground,neri,WV,New River Gorge National Park & Preserve
Playground,ozar,MO,Ozark National Scenic Riverways
Playground,prwi,VA,Prince William Forest Park
Playground,rocr,DC,Rock Creek Park
SCUBA Diving,alka,HI,Ala Kahakai National Historic Trail
SCUBA Diving,amis,TX,Amistad National Recreation Area
SCUBA Diving,apis,WI,Apostle Islands National Lakeshore
SCUBA Diving,bisc,FL,Biscayne National Park
SCUBA Diving,buis,VI,Buck Island Reef National Monument
SCUBA Diving,chis,CA,Channel Islands National Park
SCUBA Diving,drto,FL,Dry Tortugas National Park
SCUBA Diving,ebla,WA,Ebey's Landing National Historical Reserve
SCUBA Diving,guis,"FL,MS",Gulf Islands National Seashore
SCUBA Diving,isro,MI,Isle Royale National Park
SCUBA Diving,lake,"AZ,NV",Lake Mead National Recreation Area
SCUBA Diving,npsa,AS,National Park of American Samoa
SCUBA Diving,piro,MI,Pictured Rocks National Lakeshore
SCUBA Diving,sari,VI,Salt River Bay National Historical Park and Ecological Preserve
SCUBA Diving,vicr,VI,Virgin Islands Coral Reef National Monument
SCUBA Diving,viis,VI,Virgin Islands National Park
SCUBA Diving,whis,CA,Whiskeytown National Recreation Area
Shopping,abli,KY,Abraham Lincoln Birthplace National Historical Park
Shopping,acad,ME,Acadia National Park
Shopping,adam,MA,Adams National Historical Park
Shopping,afbg,NY,African Burial Ground National Monument
Shopping,agfo,NE,Agate Fossil Beds National Monument
Shopping,alca,CA,Alcatraz Island
Shopping,alpo,PA,Allegheny Portage Railroad National Historic Site
Shopping,amis,TX,Amistad National Recreation Area
Shopping,amme,MP,American Memorial Park
Shopping,ande,GA,Andersonville National Historic Site
Shopping,anti,MD,Antietam National Battlefield
Shopping,apco,VA,Appomattox Court House National Historical Park
Shopping,apis,WI,Apostle Islands National Lakeshore
Shopping,arch,UT,Arches National Park
Shopping,arpo,AR,Arkansas Post National Memorial
Shopping,asis,"MD,VA",Assateague Island National Seashore
Shopping,azru,NM,Aztec Ruins National Monument
Shopping,badl,SD,Badlands National Park
Shopping,band,NM,Bandelier National Monument
Shopping,beol,CO,Bent's Old Fort National Historic Site
Shopping,bepa,DC,Belmont-Paul Women's Equality National Monument
Shopping,bibe,TX,Big Bend National Park
Shopping,bica,"MT,WY",Bighorn Canyon National Recreation Area
Shopping,bicy,FL,Big Cypress National Preserve
Shopping,biho,MT,Big Hole National Battlefield
Shopping,bisc,FL,Biscayne National Park
Shopping,biso,"KY,TN",Big South Fork National River & Recreation Area
Shopping,bith,TX,Big Thicket National Preserve
Shopping,blca,CO,Black Canyon Of The Gunnison National Park
Shopping,blri,"NC,VA",Blue Ridge Parkway
Shopping,brca,UT,Bryce Canyon National Park
Shopping,brvb,KS,Brown v. Board of Education National Historical Park
Shopping,buff,AR,Buffalo National River
Shopping,cabr,CA,Cabrillo National Monument
Shopping,cach,AZ,Canyon de Chelly National Monument
Shopping,cacl,NY,Castle Clinton National Monument
Shopping,caco,MA,Cape Cod National Seashore
Shopping,cagr,AZ,Casa Grande Ruins National Monument
Shopping,caha,NC,Cape Hatteras National Seashore
Shopping,cakr,AK,Cape Krusenstern National Monument
Shopping,calo,NC,Cape Lookout National Seashore
Shopping,cana,FL,Canaveral National Seashore
Shopping,cany,UT,Canyonlands National Park
Shopping,care,UT,Capitol Reef National Park
Shopping,cato,MD,Catoctin Mountain Park
Shopping,cave,NM,Carlsbad Caverns National Park
Shopping,cawo,DC,Carter G. Woodson Home National Historic Site
Shopping,cebe,VA,Cedar Creek & Belle Grove National Historical Park
Shopping,cebr,UT,Cedar Breaks National Monument
Shopping,cech,CA,César E. Chávez National Monument
Shopping,cham,TX,Chamizal National Memorial
Shopping,chat,GA,Chattahoochee River National Recreation Area
Shopping,chch,"GA,TN",Chickamauga & Chattanooga National Military Park
Shopping,chic,OK,Chickasaw National Recreation Area
Shopping,chir,AZ,Chiricahua National Monument
Shopping,chis,CA,Channel Islands National Park
Shopping,choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park
Shopping,chpi,SC,Charles Pinckney National Historic Site
Shopping,chri,VI,Christiansted National Historic Site
Shopping,ciro,ID,City Of Rocks National Reserve
Shopping,colm,CO,Colorado National Monument
Shopping,cong,SC,Congaree National Park
Shopping,coro,AZ,Coronado National Memorial
Shopping,crla,OR,Crater Lake National Park
Shopping,crmo,ID,Craters Of The Moon National Monument & Preserve
Shopping,cuga,"KY,TN,VA",Cumberland Gap National Historical Park
Shopping,cure,CO,Curecanti National Recreation Area
Shopping,cuva,OH,Cuyahoga Valley National Park
Shopping,daav,OH,Dayton Aviation Heritage National Historical Park
Shopping,dena,AK,Denali National Park & Preserve
Shopping,deso,FL,De Soto National Memorial
Shopping,deva,"CA,NV",Death Valley National Park
Shopping,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Shopping,dino,"CO,UT",Dinosaur National Monument
Shopping,drto,FL,Dry Tortugas National Park
Shopping,ebla,WA,Ebey's Landing National Historical Reserve
Shopping,efmo,IA,Effigy Mounds National Monument
Shopping,eise,PA,Eisenhower National Historic Site
Shopping,elis,"NJ,NY",Ellis Island Part of Statue of Liberty National Monument
Shopping,elma,NM,El Malpais National Monument
Shopping,elmo,NM,El Morro National Monument
Shopping,elro,NY,Eleanor Roosevelt National Historic Site
Shopping,euon,CA,Eugene O'Neill National Historic Site
Shopping,ever,FL,Everglades National Park
Shopping,feha,NY,Federal Hall National Memorial
Shopping,fiis,NY,Fire Island National Seashore
Shopping,fila,OH,First Ladies National Historic Site
Shopping,flfo,CO,Florissant Fossil Beds National Monument
Shopping,fobo,AZ,Fort Bowie National Historic Site
Shopping,fobu,WY,Fossil Butte National Monument
Shopping,foda,TX,Fort Davis National Historic Site
Shopping,fola,WY,Fort Laramie National Historic Site
Shopping,fols,KS,Fort Larned National Historic Site
Shopping,fomc,MD,Fort McHenry National Monument and Historic Shrine
Shopping,fomr,VA,Fort Monroe National Monument
Shopping,fone,PA,Fort Necessity National Battlefield
Shopping,fopu,GA,Fort Pulaski National Monument
Shopping,fora,NC,Fort Raleigh National Historic Site
Shopping,fosc,KS,Fort Scott National Historic Site
Shopping,fosm,"AR,OK",Fort Smith National Historic Site
Shopping,fost,NY,Fort Stanwix National Monument
Shopping,fosu,SC,Fort Sumter and Fort Moultrie National Historical Park
Shopping,foun,NM,Fort Union National Monument
Shopping,fous,"MT,ND",Fort Union Trading Post National Historic Site
Shopping,fova,"OR,WA",Fort Vancouver National Historic Site
Shopping,fowa,MD,Fort Washington Park
Shopping,frde,DC,Franklin Delano Roosevelt Memorial
Shopping,frdo,DC,Frederick Douglass National Historic Site
Shopping,frla,MA,Frederick Law Olmsted National Historic Site
Shopping,frsp,VA,Fredericksburg & Spotsylvania National Military Park
Shopping,gegr,NY,General Grant National Memorial
Shopping,gero,IN,George Rogers Clark National Historical Park
Shopping,gett,PA,Gettysburg National Military Park
Shopping,gewa,VA,George Washington Birthplace National Monument
Shopping,gicl,NM,Gila Cliff Dwellings National Monument
Shopping,glac,MT,Glacier National Park
Shopping,glba,AK,Glacier Bay National Park & Preserve
Shopping,glca,"AZ,UT",Glen Canyon National Recreation Area
Shopping,goga,CA,Golden Gate National Recreation Area
Shopping,gois,NY,Governors Island National Monument
Shopping,gosp,UT,Golden Spike National Historical Park
Shopping,grba,NV,Great Basin National Park
Shopping,grca,AZ,Grand Canyon National Park
Shopping,grpo,MN,Grand Portage National Monument
Shopping,grsa,CO,Great Sand Dunes National Park & Preserve
Shopping,grsm,"NC,TN",Great Smoky Mountains National Park
Shopping,grte,WY,Grand Teton National Park
Shopping,guis,"FL,MS",Gulf Islands National Seashore
Shopping,gwca,MO,George Washington Carver National Monument
Shopping,hafe,"WV,VA,MD",Harpers Ferry National Historical Park
Shopping,hafo,ID,Hagerman Fossil Beds National Monument
Shopping,hale,HI,Haleakalā National Park
Shopping,hamp,MD,Hampton National Historic Site
Shopping,hart,NY,Harriet Tubman National Historical Park
Shopping,havo,HI,Hawaiʻi Volcanoes National Park
Shopping,hobe,AL,Horseshoe Bend National Military Park
Shopping,hocu,OH,Hopewell Culture National Historical Park
Shopping,hofu,PA,Hopewell Furnace National Historic Site
Shopping,home,NE,Homestead National Historical Park
Shopping,hono,HI,Honouliuli National Historic Site
Shopping,hosp,AR,Hot Springs National Park
Shopping,hove,"CO,UT",Hovenweep National Monument
Shopping,hstr,MO,Harry S Truman National Historic Site
Shopping,hutr,AZ,Hubbell Trading Post National Historic Site
Shopping,inde,PA,Independence National Historical Park
Shopping,indu,IN,Indiana Dunes National Park
Shopping,isro,MI,Isle Royale National Park
Shopping,jaga,OH,James A Garfield National Historic Site
Shopping,jazz,LA,New Orleans Jazz National Historical Park
Shopping,jeca,SD,Jewel Cave National Monument
Shopping,jeff,MO,Gateway Arch National Park
Shopping,jela,LA,Jean Lafitte National Historical Park and Preserve
Shopping,jica,GA,Jimmy Carter National Historical Park
Shopping,jofi,MA,John Fitzgerald Kennedy National Historic Site
Shopping,jotr,CA,Joshua Tree National Park
Shopping,juba,"AZ,CA",Juan Bautista de Anza National Historic Trail
Shopping,kaho,HI,Kaloko-Honokōhau National Historical Park
Shopping,katm,AK,Katmai National Park & Preserve
Shopping,keaq,DC,Kenilworth Park & Aquatic Gardens
Shopping,kefj,AK,Kenai Fjords National Park
Shopping,klgo,AK,Klondike Gold Rush National Historical Park
Shopping,knri,ND,Knife River Indian Villages National Historic Site
Shopping,kova,AK,Kobuk Valley National Park
Shopping,labe,CA,Lava Beds National Monument
Shopping,lacl,AK,Lake Clark National Park & Preserve
Shopping,lake,"AZ,NV",Lake Mead National Recreation Area
Shopping,lamr,TX,Lake Meredith National Recreation Area
Shopping,lavo,CA,Lassen Volcanic National Park
Shopping,lecl,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",Lewis & Clark National Historic Trail
Shopping,lewi,"OR,WA",Lewis and Clark National Historical Park
Shopping,libi,MT,Little Bighorn Battlefield National Monument
Shopping,libo,IN,Lincoln Boyhood National Memorial
Shopping,liho,IL,Lincoln Home National Historic Site
Shopping,linc,DC,Lincoln Memorial
Shopping,liri,AL,Little River Canyon National Preserve
Shopping,loea,NY,Lower East Side Tenement Museum National Historic Site
Shopping,long,MA,Longfellow House Washington's Headquarters National Historic Site
Shopping,lowe,MA,Lowell National Historical Park
Shopping,lyjo,TX,Lyndon B Johnson National Historical Park
Shopping,mabi,VT,Marsh - Billings - Rockefeller National Historical Park
Shopping,maca,KY,Mammoth Cave National Park
Shopping,mall,DC,**********National Mall**********
Shopping,malu,GA,"Martin Luther King, Jr. National Historical Park"
Shopping,mamc,DC,Mary McLeod Bethune Council House National Historic Site
Shopping,manz,CA,Manzanar National Historic Site
Shopping,mava,NY,Martin Van Buren National Historic Site
Shopping,mawa,VA,Maggie L Walker National Historic Site
Shopping,meve,CO,Mesa Verde National Park
Shopping,mima,MA,Minute Man National Historical Park
Shopping,mimi,SD,Minuteman Missile National Historic Site
Shopping,mlkm,DC,"Martin Luther King, Jr. Memorial"
Shopping,mnrr,"SD,NE",Missouri National Recreational River
Shopping,moca,AZ,Montezuma Castle National Monument
Shopping,mocr,NC,Moores Creek National Battlefield
Shopping,moja,CA,Mojave National Preserve
Shopping,mono,MD,Monocacy National Battlefield
Shopping,mora,WA,Mount Rainier National Park
Shopping,morr,NJ,Morristown National Historical Park
Shopping,moru,SD,Mount Rushmore National Memorial
Shopping,muwo,CA,Muir Woods National Monument
Shopping,nabr,UT,Natural Bridges National Monument
Shopping,nama,DC,National Mall and Memorial Parks
Shopping,natc,MS,Natchez National Historical Park
Shopping,natr,"AL,MS,TN",Natchez Trace Parkway
Shopping,nava,AZ,Navajo National Monument
Shopping,nebe,MA,New Bedford Whaling National Historical Park
Shopping,nepe,"ID,MT,OR,WA",Nez Perce National Historical Park
Shopping,neri,WV,New River Gorge National Park & Preserve
Shopping,niob,NE,Niobrara National Scenic River
Shopping,nisi,SC,Ninety Six National Historic Site
Shopping,noca,WA,North Cascades National Park
Shopping,noco,"MI,MN,ND,NY,OH,PA,VT,WI",North Country National Scenic Trail
Shopping,npnh,NY,National Parks of New York Harbor
Shopping,npsa,AS,National Park of American Samoa
Shopping,ocmu,GA,Ocmulgee Mounds National Historical Park
Shopping,olym,WA,Olympic National Park
Shopping,orca,OR,Oregon Caves National Monument & Preserve
Shopping,orpi,AZ,Organ Pipe Cactus National Monument
Shopping,ovvi,"NC,SC,TN,VA",Overmountain Victory National Historic Trail
Shopping,oxhi,MD,Oxon Cove  Park & Oxon Hill Farm
Shopping,ozar,MO,Ozark National Scenic Riverways
Shopping,paal,TX,Palo Alto Battlefield National Historical Park
Shopping,pais,TX,Padre Island National Seashore
Shopping,peco,NM,Pecos National Historical Park
Shopping,pefo,AZ,Petrified Forest National Park
Shopping,peri,AR,Pea Ridge National Military Park
Shopping,pete,VA,Petersburg National Battlefield
Shopping,petr,NM,Petroglyph National Monument
Shopping,pinn,CA,Pinnacles National Park
Shopping,pipe,MN,Pipestone National Monument
Shopping,piro,MI,Pictured Rocks National Lakeshore
Shopping,pisp,AZ,Pipe Spring National Monument
Shopping,pore,CA,Point Reyes National Seashore
Shopping,prwi,VA,Prince William Forest Park
Shopping,puhe,HI,Puʻukoholā Heiau National Historic Site
Shopping,puho,HI,Puʻuhonua o Hōnaunau National Historical Park
Shopping,pull,IL,Pullman National Historical Park
Shopping,redw,CA,Redwood National and State Parks
Shopping,reer,SC,Reconstruction Era National Historical Park
Shopping,rich,VA,Richmond National Battlefield Park
Shopping,rira,MI,River Raisin National Battlefield Park
Shopping,rocr,DC,Rock Creek Park
Shopping,romo,CO,Rocky Mountain National Park
Shopping,rowi,RI,Roger Williams National Memorial
Shopping,ruca,AL,Russell Cave National Monument
Shopping,saan,TX,San Antonio Missions National Historical Park
Shopping,safr,CA,San Francisco Maritime National Historical Park
Shopping,saga,NH,Saint-Gaudens National Historical Park
Shopping,sahi,NY,Sagamore Hill National Historic Site
Shopping,sair,MA,Saugus Iron Works National Historic Site
Shopping,sajh,WA,San Juan Island National Historical Park
Shopping,saju,PR,San Juan National Historic Site
Shopping,sama,MA,Salem Maritime National Historical Park
